booking_id,hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,arrival_date,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests
HB-029174,Resort Hotel,0,386,2024,October,42,20,2024-10-20,0,3,2,1.0,0,BB,GBR,Groups,Corporate,0,0,0,A,D,1,No Deposit,,,0,Transient-Party,60.0,0,1
HB-001869,Resort Hotel,0,119,2023,September,38,18,2023-09-18,2,5,2,0.0,0,HB,LVA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,171.0,,0,Transient,85.0,0,0
HB-025765,Resort Hotel,0,164,2024,July,27,1,2024-07-01,2,7,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,E,1,No Deposit,40.0,,0,Contract,77.8,0,1
HB-002726,Resort Hotel,0,49,2023,October,43,28,2023-10-28,2,5,1,0.0,0,HB,CHE,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,63.76,0,1
HB-016780,Resort Hotel,0,32,2023,September,36,6,2023-09-06,2,4,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,241.0,,0,Transient,100.87,0,1
HB-105129,City Hotel,0,140,2025,January,5,27,2025-01-27,1,2,2,0.0,0,SC,IRL,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Transient,94.67,0,2
HB-118535,City Hotel,0,0,2025,August,34,20,2025-08-20,2,0,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,98.0,,0,Transient-Party,115.0,0,0
HB-023369,Resort Hotel,0,2,2024,April,17,22,2024-04-22,0,2,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,123.0,1,1
HB-057754,City Hotel,1,267,2024,September,40,30,2024-09-30,1,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,26.0,,0,Transient,95.0,0,0
HB-012535,Resort Hotel,1,54,2025,July,27,3,2025-07-03,2,5,2,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,D,D,0,No Deposit,531.0,,0,Transient,92.0,0,0
HB-076960,City Hotel,1,342,2023,September,38,24,2023-09-24,2,4,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1.0,,0,Transient,170.0,0,0
HB-096247,City Hotel,0,4,2024,August,35,29,2024-08-29,1,1,1,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,28.0,,0,Transient,80.0,0,0
HB-072313,City Hotel,1,465,2025,July,30,26,2025-07-26,0,3,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,229.0,,0,Transient-Party,90.0,0,0
HB-100661,City Hotel,0,10,2024,October,44,30,2024-10-30,1,0,1,0.0,0,BB,ESP,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Transient,120.0,0,0
HB-101826,City Hotel,0,80,2024,November,46,15,2024-11-15,0,4,2,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,88.4,0,1
HB-035164,Resort Hotel,0,72,2025,April,15,8,2025-04-08,2,5,1,0.0,0,HB,DEU,Groups,TA/TO,0,0,0,D,D,0,No Deposit,298.0,,0,Transient-Party,68.0,0,0
HB-062534,City Hotel,1,38,2025,January,3,14,2025-01-14,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,Non Refund,,67.0,0,Transient,75.0,0,0
HB-074878,City Hotel,1,153,2023,August,31,3,2023-08-03,1,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1.0,,0,Transient,60.0,0,0
HB-077699,City Hotel,0,0,2023,September,38,21,2023-09-21,1,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,28.0,,0,Transient,75.0,0,0
HB-053180,City Hotel,1,350,2024,June,25,17,2024-06-17,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,29.0,,0,Transient,140.0,0,0
HB-094911,City Hotel,0,152,2024,August,32,10,2024-08-10,0,2,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,9.0,,0,Transient,114.3,0,1
HB-050237,City Hotel,1,100,2024,April,17,27,2024-04-27,0,3,2,0.0,0,SC,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,91.5,0,0
HB-112663,City Hotel,0,24,2025,May,22,26,2025-05-26,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,1,No Deposit,14.0,,0,Transient,170.0,0,0
HB-035936,Resort Hotel,0,9,2025,May,19,6,2025-05-06,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,242.0,,0,Transient,85.0,0,1
HB-090051,City Hotel,0,2,2024,September,38,21,2024-09-21,0,1,1,0.0,0,BB,PRT,Complementary,Corporate,1,0,1,G,G,0,No Deposit,,45.0,0,Transient,0.0,0,0
HB-016790,Resort Hotel,0,52,2023,September,36,8,2023-09-08,0,4,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,8.0,,0,Contract,79.5,0,1
HB-050100,City Hotel,1,100,2024,April,17,23,2024-04-23,1,1,2,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,96.0,0,0
HB-084743,City Hotel,0,116,2024,February,9,28,2024-02-28,2,2,1,0.0,0,BB,MAR,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,134.0,,0,Transient-Party,76.0,0,0
HB-029855,Resort Hotel,0,43,2024,November,44,2,2024-11-02,1,4,2,0.0,0,HB,FRA,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,6.0,,0,Transient,52.4,0,0
HB-069311,City Hotel,1,35,2025,May,22,30,2025-05-30,0,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,229.0,,0,Transient,90.0,0,0
HB-088386,City Hotel,0,0,2024,May,18,2,2024-05-02,1,2,2,0.0,0,BB,BOL,Online TA,TA/TO,0,0,0,A,B,0,No Deposit,15.0,,0,Transient-Party,0.0,0,0
HB-025636,Resort Hotel,0,9,2024,July,27,4,2024-07-04,1,0,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,E,F,0,No Deposit,240.0,360.0,0,Transient-Party,189.0,0,0
HB-101536,City Hotel,0,64,2024,November,45,9,2024-11-09,1,4,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,138.24,0,0
HB-043428,City Hotel,0,74,2023,September,38,18,2023-09-18,0,2,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,109.0,0,0
HB-078730,City Hotel,0,0,2023,October,41,12,2023-10-12,1,2,1,0.0,0,BB,ISR,Groups,TA/TO,0,0,0,A,A,0,No Deposit,37.0,,0,Transient,106.67,0,0
HB-109925,City Hotel,0,74,2025,April,16,18,2025-04-18,0,1,3,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient-Party,126.0,0,0
HB-044597,City Hotel,0,210,2023,October,40,8,2023-10-08,1,3,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,12.0,,0,Transient-Party,72.75,0,0
HB-058697,City Hotel,1,162,2024,October,42,14,2024-10-14,2,2,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,34.0,,0,Transient,115.0,0,0
HB-075351,City Hotel,1,311,2023,August,34,24,2023-08-24,1,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1.0,,0,Transient-Party,62.0,0,0
HB-011303,Resort Hotel,1,87,2025,May,18,2,2025-05-02,0,4,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,115.0,0,0
HB-041352,City Hotel,0,10,2023,August,33,14,2023-08-14,2,6,2,0.0,0,BB,FRA,Direct,Direct,0,0,0,A,A,1,No Deposit,14.0,,0,Transient,75.0,0,1
HB-066116,City Hotel,1,124,2025,April,16,14,2025-04-14,1,2,2,0.0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,105.0,0,0
HB-049137,City Hotel,1,25,2024,April,14,6,2024-04-06,0,3,3,0.0,0,BB,BEL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,167.0,0,0
HB-052980,City Hotel,1,23,2024,June,24,15,2024-06-15,0,1,1,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,119.85,0,0
HB-102766,City Hotel,0,13,2024,December,49,5,2024-12-05,1,0,1,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,96.0,0,0
HB-109928,City Hotel,0,55,2025,April,16,15,2025-04-15,2,2,3,0.0,0,BB,CHE,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,175.5,0,0
HB-104955,City Hotel,0,10,2025,January,4,22,2025-01-22,2,2,1,0.0,0,BB,UKR,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,77.0,,0,Transient-Party,65.0,0,0
HB-054370,City Hotel,1,372,2024,July,28,14,2024-07-14,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,62.0,0,0
HB-024825,Resort Hotel,0,115,2024,May,22,29,2024-05-29,2,5,2,0.0,0,BB,IRL,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,8.0,,0,Transient,70.2,0,1
HB-005247,Resort Hotel,1,83,2024,April,17,22,2024-04-22,2,5,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,71.0,,0,Transient,46.0,0,0
HB-056141,City Hotel,1,165,2024,August,35,30,2024-08-30,0,3,3,0.0,0,BB,AUT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,138.9,0,0
HB-041407,City Hotel,1,131,2023,August,33,15,2023-08-15,2,1,2,0.0,0,HB,ITA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,17.0,,0,Transient-Party,94.5,0,0
HB-022540,Resort Hotel,0,0,2024,March,13,27,2024-03-27,1,0,2,0.0,0,HB,NLD,Direct,Direct,0,0,0,E,E,1,No Deposit,,,0,Transient,84.0,0,0
HB-008386,Resort Hotel,1,140,2024,September,39,25,2024-09-25,2,5,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,91.86,0,1
HB-052799,City Hotel,1,69,2024,June,24,12,2024-06-12,2,4,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,236.0,,0,Transient,120.0,0,0
HB-037531,Resort Hotel,0,86,2025,June,24,14,2025-06-14,2,5,2,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,C,C,1,No Deposit,240.0,,0,Transient,218.0,1,2
HB-000491,Resort Hotel,0,90,2023,July,29,17,2023-07-17,2,5,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,240.0,,0,Transient,132.3,0,3
HB-032440,Resort Hotel,0,6,2025,May,21,23,2025-05-23,0,1,1,0.0,0,BB,PRT,Online TA,Corporate,1,0,1,A,D,1,No Deposit,240.0,,0,Transient,63.9,0,1
HB-056532,City Hotel,1,426,2024,September,36,8,2024-09-08,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,62.0,0,0
HB-009206,Resort Hotel,1,27,2024,November,44,2,2024-11-02,2,5,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,37.8,0,2
HB-067233,City Hotel,1,202,2025,April,18,29,2025-04-29,2,3,2,0.0,0,BB,POL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,117.0,0,2
HB-007763,Resort Hotel,1,31,2024,August,34,25,2024-08-25,0,3,1,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,214.0,0,0
HB-075482,City Hotel,1,341,2023,September,38,23,2023-09-23,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1.0,,0,Transient-Party,62.0,0,0
HB-051892,City Hotel,0,316,2024,May,21,26,2024-05-26,0,3,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,30.0,,0,Transient-Party,110.0,0,0
HB-094095,City Hotel,0,200,2024,July,30,27,2024-07-27,0,4,2,0.0,0,BB,BEL,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Transient,80.75,0,0
HB-056804,City Hotel,1,224,2024,September,37,14,2024-09-14,0,4,2,0.0,0,BB,SWE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,119.85,0,1
HB-094407,City Hotel,0,67,2024,August,31,1,2024-08-01,1,2,3,1.0,0,BB,IRL,Direct,Direct,0,0,0,G,G,0,No Deposit,14.0,,0,Transient,222.3,0,0
HB-017611,Resort Hotel,0,287,2023,October,41,15,2023-10-15,0,3,3,0.0,0,BB,GBR,Groups,Corporate,0,0,0,A,C,3,No Deposit,,223.0,0,Transient-Party,62.5,0,0
HB-081445,City Hotel,0,6,2023,December,49,10,2023-12-10,0,2,1,0.0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,0.0,0,0
HB-092278,City Hotel,0,22,2024,June,26,27,2024-06-27,1,5,2,0.0,0,BB,GBR,Direct,Direct,0,0,0,D,D,0,No Deposit,14.0,,0,Transient,134.87,0,0
HB-107398,City Hotel,0,2,2025,March,10,5,2025-03-05,2,5,1,0.0,0,BB,AGO,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,,220.0,0,Transient,60.0,0,0
HB-106753,City Hotel,0,27,2025,February,9,26,2025-02-26,2,2,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,79.0,,0,Transient,73.44,0,0
HB-018454,Resort Hotel,0,5,2023,November,46,17,2023-11-17,0,3,2,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,337.0,0,Transient,38.0,0,0
HB-052652,City Hotel,1,71,2024,June,23,9,2024-06-09,0,1,2,0.0,0,BB,JPN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,126.9,0,0
HB-041857,City Hotel,0,4,2023,August,34,25,2023-08-25,0,4,2,0.0,0,BB,ESP,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,62.0,0,0
HB-093316,City Hotel,0,136,2024,July,28,13,2024-07-13,2,5,3,0.0,0,HB,CHE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient-Party,178.5,0,0
HB-103945,City Hotel,0,46,2025,January,1,1,2025-01-01,2,0,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,,,0,Transient-Party,65.0,0,0
HB-041921,City Hotel,0,55,2023,August,34,26,2023-08-26,0,2,2,0.0,0,BB,ESP,Groups,TA/TO,0,0,0,A,B,0,No Deposit,1.0,,0,Transient-Party,62.0,0,0
HB-009347,Resort Hotel,1,22,2024,November,46,16,2024-11-16,0,2,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,242.0,,0,Transient,38.7,0,1
HB-085500,City Hotel,0,62,2024,March,11,14,2024-03-14,1,2,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,60.29,0,1
HB-104732,City Hotel,0,29,2025,January,3,18,2025-01-18,0,3,1,0.0,0,BB,FIN,Groups,TA/TO,0,0,0,A,A,0,No Deposit,171.0,,0,Transient-Party,65.0,0,0
HB-088301,City Hotel,0,4,2024,May,18,2,2024-05-02,1,1,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,85.0,,0,Transient,90.0,0,0
HB-090750,City Hotel,0,104,2024,June,23,7,2024-06-07,0,4,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,87.67,0,2
HB-010123,Resort Hotel,1,47,2025,February,7,14,2025-02-14,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,48.0,0,1
HB-023309,Resort Hotel,0,46,2024,April,16,15,2024-04-15,2,5,2,0.0,0,BB,BEL,Direct,Direct,0,0,0,D,D,1,No Deposit,250.0,,0,Transient,68.0,0,0
HB-113800,City Hotel,0,12,2025,June,24,11,2025-06-11,1,0,1,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,28.0,,0,Transient,94.0,0,0
HB-074195,City Hotel,1,363,2023,October,41,15,2023-10-15,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1.0,,0,Contract,62.0,0,0
HB-082093,City Hotel,0,24,2023,December,51,18,2023-12-18,1,2,2,0.0,0,BB,CN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,53.58,0,0
HB-089440,City Hotel,0,67,2024,May,21,21,2024-05-21,0,0,2,0.0,0,BB,ISL,Online TA,TA/TO,0,0,0,D,E,1,No Deposit,9.0,,0,Transient,0.0,0,1
HB-014350,Resort Hotel,0,72,2024,February,6,6,2024-02-06,2,1,2,1.0,0,Undefined,,Direct,Direct,0,0,1,D,F,1,No Deposit,,,0,Transient-Party,39.67,0,1
HB-023912,Resort Hotel,0,75,2024,April,17,28,2024-04-28,2,7,2,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,240.0,,0,Transient,73.0,0,0
HB-027451,Resort Hotel,0,179,2024,August,34,23,2024-08-23,2,5,2,1.0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,240.0,,0,Transient,177.5,0,1
HB-037268,Resort Hotel,0,33,2025,June,23,7,2025-06-07,1,4,2,0.0,0,BB,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,241.0,,0,Transient,112.0,0,1
HB-081550,City Hotel,1,223,2024,June,24,14,2024-06-14,0,2,2,0.0,0,HB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,133.0,,40,Transient,135.0,0,0
HB-020854,Resort Hotel,0,4,2024,February,6,7,2024-02-07,2,3,1,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,,0,Transient,39.0,0,1
HB-019542,Resort Hotel,0,0,2023,December,52,26,2023-12-26,0,1,2,0.0,0,BB,ESP,Direct,Direct,0,0,0,A,E,0,No Deposit,,,0,Transient,65.0,0,0
HB-001218,Resort Hotel,0,91,2023,August,33,19,2023-08-19,0,4,2,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,C,1,No Deposit,240.0,,0,Transient,166.0,0,0
HB-031458,Resort Hotel,0,61,2024,December,51,22,2024-12-22,2,5,2,0.0,0,Undefined,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,464.0,,0,Transient,114.29,0,0
HB-029031,Resort Hotel,0,22,2024,October,42,17,2024-10-17,1,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,60.0,0,3
HB-009840,Resort Hotel,1,322,2025,January,2,10,2025-01-10,16,40,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,8.0,,0,Transient,25.5,0,0
HB-019914,Resort Hotel,0,7,2024,January,1,4,2024-01-04,1,4,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,66.0,0,1
HB-099859,City Hotel,0,23,2024,October,42,17,2024-10-17,1,2,2,0.0,0,SC,NLD,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,,0,Transient,119.0,0,3
HB-031055,Resort Hotel,0,60,2024,December,49,6,2024-12-06,2,5,1,0.0,0,HB,BRA,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,8.0,,0,Transient,56.7,0,0
HB-037871,Resort Hotel,0,1,2025,June,27,30,2025-06-30,0,1,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,5.0,,0,Transient,96.0,0,0
HB-114538,City Hotel,0,160,2025,June,25,20,2025-06-20,0,3,2,0.0,0,BB,RUS,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,161.33,0,0
HB-082232,City Hotel,1,203,2024,June,22,2,2024-06-02,0,3,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1.0,,41,Transient,65.0,0,0
HB-116568,City Hotel,0,143,2025,July,29,18,2025-07-18,0,4,2,0.0,0,BB,BEL,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,85.0,,0,Transient,80.1,0,1
HB-060127,City Hotel,1,45,2024,November,45,5,2024-11-05,1,1,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,106.2,0,2
HB-059356,City Hotel,1,475,2024,October,43,27,2024-10-27,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,62.0,0,0
HB-063626,City Hotel,1,587,2025,February,7,16,2025-02-16,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,62.0,0,0
HB-041710,City Hotel,1,117,2023,August,34,22,2023-08-22,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,76.5,0,0
HB-076610,City Hotel,0,138,2023,July,30,25,2023-07-25,0,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,D,0,No Deposit,1.0,,0,Transient-Party,60.0,0,0
HB-058580,City Hotel,1,37,2024,October,41,13,2024-10-13,0,3,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,56.0,,0,Transient-Party,105.0,0,0
HB-103229,City Hotel,0,6,2024,December,51,16,2024-12-16,0,1,3,0.0,0,BB,TUR,Direct,Direct,0,0,0,D,D,1,No Deposit,,,0,Transient,18.0,0,1
HB-091250,City Hotel,0,150,2024,June,24,16,2024-06-16,0,3,2,0.0,0,HB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,2,No Deposit,12.0,,0,Transient-Party,45.0,0,1
HB-085952,City Hotel,0,1,2024,March,12,24,2024-03-24,0,1,2,1.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,9.0,,0,Transient,159.0,0,2
HB-030046,Resort Hotel,0,148,2024,October,44,30,2024-10-30,4,10,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,40.1,0,2
HB-064690,City Hotel,1,6,2025,March,11,15,2025-03-15,0,2,1,0.0,0,BB,IRL,Direct,Direct,0,0,0,B,B,0,No Deposit,14.0,,0,Transient,100.6,0,0
HB-026488,Resort Hotel,0,12,2024,July,31,31,2024-07-31,1,0,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,,0,Transient,201.0,0,1
HB-085063,City Hotel,0,0,2024,March,10,8,2024-03-08,0,1,2,2.0,0,BB,PRT,Online TA,TA/TO,0,0,0,B,B,0,No Deposit,9.0,,0,Transient,83.03,0,0
HB-028647,Resort Hotel,0,383,2024,October,40,6,2024-10-06,0,3,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,E,0,No Deposit,315.0,,0,Transient-Party,48.0,0,0
HB-061128,City Hotel,1,105,2024,December,49,2,2024-12-02,0,2,2,1.0,0,HB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,152.55,0,0
HB-051048,City Hotel,1,273,2024,May,20,13,2024-05-13,1,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,21.0,,0,Transient,95.0,0,0
HB-112077,City Hotel,0,92,2025,May,20,17,2025-05-17,0,3,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,B,0,No Deposit,9.0,,0,Transient,144.0,1,1
HB-055128,City Hotel,1,166,2024,August,32,5,2024-08-05,2,2,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,99.45,0,0
HB-069823,City Hotel,1,23,2025,June,23,7,2025-06-07,0,2,2,0.0,0,HB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,52.0,,0,Transient,166.5,0,0
HB-089705,City Hotel,0,212,2024,May,21,20,2024-05-20,2,3,1,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,21.0,,0,Transient-Party,70.0,0,1
HB-017939,Resort Hotel,0,21,2023,October,43,26,2023-10-26,1,1,2,0.0,0,HB,FRA,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,240.0,,0,Transient,77.4,0,2
HB-049167,City Hotel,1,274,2024,April,14,7,2024-04-07,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,62.0,0,0
HB-045609,City Hotel,1,79,2023,November,46,13,2023-11-13,0,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,60.0,,69,Transient,75.0,0,0
HB-060943,City Hotel,1,34,2024,November,48,27,2024-11-27,2,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,D,1,No Deposit,,,0,Transient-Party,75.0,0,0
HB-036144,Resort Hotel,0,199,2025,May,19,5,2025-05-05,2,5,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,40.0,,0,Contract,42.95,0,0
HB-004923,Resort Hotel,1,10,2024,April,15,9,2024-04-09,2,2,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,56.0,0,1
HB-039584,Resort Hotel,0,226,2025,August,34,19,2025-08-19,2,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,F,1,No Deposit,240.0,,0,Transient,194.0,0,2
HB-035995,Resort Hotel,0,221,2025,April,18,30,2025-04-30,2,5,2,0.0,0,HB,GBR,Groups,TA/TO,0,0,0,D,D,0,No Deposit,,,0,Transient-Party,85.43,0,2
HB-048432,City Hotel,1,5,2024,March,12,23,2024-03-23,0,1,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,101.0,0,0
HB-072519,City Hotel,1,155,2025,July,31,29,2025-07-29,2,6,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,139.5,0,0
